PIC,Title,Author,Pros,Cons,OCN,Summary,Verdict,URL,Date
https://i.rtings.com/images/reviews/headphones/beats/beatsx/beatsx-design-medium.jpg,Beats BeatsX Wireless Review,Marc Henney,Portable and stable design. ,The neckband design and in-ear fit might not be comfortable for all users. ,Headphones,"The Beats BeatsX are above-average, mixed-usage headphones for everyday casual use. They have a great wireless range and a well-balanced sound. They're lightweig...",,https://www.rtings.com/headphones/reviews/beats/beatsx-wireless,2018-04-24
https://i.rtings.com/images/reviews/headphones/beats/ep-on-ear/ep-on-ear-design-medium.jpg,Beats EP Review,Sam Vafaei,Good audio reproduction.,Poor noise isolation.,Headphones,The Beats EP On-Ear are surprisingly good critical listening headphones but are a bit tight on the head for long listening sessions. They're not as portable as s...,,https://www.rtings.com/headphones/reviews/beats/ep,2018-02-21
https://i.rtings.com/images/reviews/headphones/beats/solo2-wireless/solo2-wireless-design-medium.jpg,Beats Solo 2 Wireless Review,Sam Vafaei,Above-average audio reproduction.,Poor isolation from ambient noise.,Headphones,"The Beats Solo 2 Wireless are sleek, lightweight, on-ear headphones that deliver an above-average sound. They're sturdy, comfortable and stable enough to use whi...",,https://www.rtings.com/headphones/reviews/beats/solo-2-wireless,2016-10-24
https://i.rtings.com/images/reviews/headphones/beats/studio-wireless/studio-wireless-design-medium.jpg,Beats Studio Wireless Review,Sam Vafaei,Comfortable and stable fit.,Poor noise isolation.,Headphones,"The Beats Studio Wireless are decent mixed usage headphones with a well-crafted, and stylish over-ear design. They deliver an above-average sound and don't leak ...",,https://www.rtings.com/headphones/reviews/beats/studio-wireless,2018-03-29
https://i.rtings.com/images/reviews/headphones/beats/urbeats/urbeats-design-medium.jpg,Beats urBeats Earphones Review,Sam Vafaei,Minimal Leakage.,Subpar audio reproduction.,Headphones,"The Beats urBeats are simple and straightforward in-ear headphones. They don't leak much, they're easy to carry around and stable enough to use while jogging. Un...",,https://www.rtings.com/headphones/reviews/beats/urbeats-earphones,2017-01-05
https://i.rtings.com/images/reviews/headphones/beats/urbeats3/urbeats3-design-medium.jpg,Beats urBeats3 Earphones Review,Jean-Simon Bonneterre,Decent audio reproduction.,Typical in-ear fit might not be comfortable for everyone.,Headphones,"The Beats urBeats3 are straightforward in-ear headphones that have a decent sound and pretty good microphone recording quality. However, they don’t necessarily s...",,https://www.rtings.com/headphones/reviews/beats/urbeats3-earphones,2019-05-14
https://i.rtings.com/images/reviews/headphones/beats/studio3-wireless/studio3-wireless-design-medium.jpg,Beats Studio 3 Wireless Review,Sam Vafaei,Comfortable and stable fit.,Poor latency for watching videos.,Headphones,The Beats Studio 3 are passable for a lot of uses. They have the same stylish and polished design of the previous Beats Studio Wireless but with an improved nois...,,https://www.rtings.com/headphones/reviews/beats/studio-3-wireless,2020-02-21
https://i.rtings.com/images/reviews/headphones/articles/best/best-beats-medium.jpg,The 3 Best Beats Headphones of 2020: Reviews,Ian McPhail,,,Headphones,We have currently reviewed 12 pairs of Beats headphones. The best Beats headphones for mixed usage are the Beats Studio3. They’re very comfortable headphones that feel well-built and perform fairly well all-around.,,https://www.rtings.com/headphones/reviews/beats,2020-03-13
https://i.rtings.com/images/reviews/headphones/brainwavz/hm5/hm5-design-medium.jpg,BRAINWAVZ HM5 Review,Sam Vafaei,Good audio reproduction.,Poor noise isolation.,Headphones,The Brainwavz HM5 are good critical listening headphones with a bulky but comfortable design. They're well padded and have spacious ear cups you can wear for hou...,,https://www.rtings.com/headphones/reviews/brainwavz/hm5,2018-05-08
https://i.rtings.com/images/reviews/headphones/beats/powerbeats3-wireless/powerbeats3-wireless-design-medium.jpg,Beats Powerbeats3 Wireless Review,Marc Henney,Stable and portable design for sports.,Lack of customization options.,Headphones,The Beats Powerbeats3 Wireless are great sports headphones that are fairly versatile for everyday casual use. They have more accurate audio reproduction than the...,,https://www.rtings.com/headphones/reviews/beats/powerbeats3-wireless,2019-02-01
https://i.rtings.com/images/reviews/headphones/beats/solo3-wireless/solo3-wireless-design-medium.jpg,Beats Solo3 Wireless Review,Marc Henney,Good audio reproduction.,Poor noise isolation.,Headphones,The Beats Solo3 Wireless are decent mixed usage headphones with a reasonably balanced sound profile. They're almost identical to the Beats Solo2 Wireless but hav...,,https://www.rtings.com/headphones/reviews/beats/solo3-wireless,2020-02-26
https://i.rtings.com/images/reviews/headphones/b-o-play/earset-3i/earset-3i-design-medium.jpg,B&O PLAY Earset 3i Review,Sam Vafaei,Comfortable and stable fit.,"Poor noise isolation, by design.",Headphones,The B&O PLAY Earset 3i offer a comfortable and stable fit. Their old school earbud design allows you to monitor your surroundings while jogging but also lets a l...,,https://www.rtings.com/headphones/reviews/b-o-play/earset-3i,2016-07-20
https://i.rtings.com/images/reviews/headphones/beats/powerbeats-pro/powerbeats-pro-design-medium.jpg,Beats Powerbeats Pro Truly Wireless  Review,Jean-Simon Bonneterre,Very stable ear-hook design for sports.,Lower IP rating than other sports headphones.,Headphones,The Beats Powerbeats Pro are great truly wireless sports headphones that have a good audio reproduction. They are versatile for a wide variety of music genres. T...,,https://www.rtings.com/headphones/reviews/beats/powerbeats-pro-truly-wireless,2019-06-21
https://i.rtings.com/images/reviews/headphones/bgvp/dm6/dm6-design-medium.jpg,BGVP DM6 Review,Jean-Simon Bonneterre,Durable and stable design.,Slightly bulky earbuds.,Headphones,The BGVP DM6 are okay-sounding wired in-ears that have a high-end design. They have a nice look thanks to their transparent earbud casing that lets you see the e...,,https://www.rtings.com/headphones/reviews/bgvp/dm6,2019-03-27
https://i.rtings.com/images/reviews/headphones/b-o-play/h9i/h9i-design-medium.jpg,B&O PLAY Beoplay H9i Wireless Review,Jean-Simon Bonneterre,Great design and build quality.,Worse ANC than comparable headphones.,Headphones,"The B&O PLAY H9i are decent noise cancelling over-ear headphones that can be used for a variety of daily use cases. They have an exciting V-shaped sound profile,...",,https://www.rtings.com/headphones/reviews/b-o-play/beoplay-h9i-wireless,2019-05-01
https://i.rtings.com/images/reviews/headphones/b-o-play/earset-wireless/earset-wireless-design-medium.jpg,B&O PLAY Earset Wireless Review,Sam Vafaei,Premium looking design.,"Poor noise isolation, by design.",Headphones,"The Beoplay Earset Wireless are mediocre mixed-usage headphones with a well-built, premium design and stable ear hooks for sports. They have an open earbud fit t...",,https://www.rtings.com/headphones/reviews/b-o-play/earset-wireless,2018-06-22
https://i.rtings.com/images/reviews/headphones/b-o-play/h9/h9-design-medium.jpg,B&O PLAY Beoplay H9 Gen 1 Wireless Review,Marc Henney,Great design and build quality,Mediocre-at-best noise isolation,Headphones,"The Beoplay H9 are decent mixed-usage headphones with a great premium design and a comfortable over-ear fit. They look and feel very durable, and they're relativ...",,https://www.rtings.com/headphones/reviews/b-o-play/beoplay-h9-gen-1-wireless,2018-03-29
https://i.rtings.com/images/reviews/headphones/b-o-play/e8-2-0/e8-2-0-design-medium.jpg,B&O PLAY Beoplay E8 2.0 Truly Wireless 2019 Review,Jean-Simon Bonneterre,Wireless charging case.,High latency.,Headphones,"The B&O Play E8 2.0 are premium truly wireless earbuds that are versatile for a variety of everyday use cases. They isolate well, can be used for commuting, and ...",,https://www.rtings.com/headphones/reviews/b-o-play/beoplay-e8-2-0-truly-wireless-2019,2019-03-20
https://i.rtings.com/images/reviews/headphones/b-o-play/h6/h6-design-medium.jpg,B&O PLAY Beoplay H6 Review,Sam Vafaei,Good audio reproduction.,Mediocre noise isolation.,Headphones,The Beoplay H6 2nd Generation are a pair of great-looking headphones with a lightweight yet durable design. They have an above-average sound and a comfortable de...,,https://www.rtings.com/headphones/reviews/b-o-play/beoplay-h6,2018-01-23
https://i.rtings.com/images/reviews/headphones/audio-technica/ath-anc7b/ath-anc7b-design-medium.jpg,Audio-Technica ATH-ANC7B Review,Sam Vafaei,Decent audio reproduction.,Leaks a lot of sound.,Headphones,The Audio-Technica ATH-ANC7b are decent headphones that perform moderately well in most of our tested categories. They have an above-average sound quality and ca...,,https://www.rtings.com/headphones/reviews/audio-technica/ath-anc7b,2016-05-18
https://i.rtings.com/images/reviews/headphones/beats/solo-pro/solo-pro-design-medium.jpg,Beats Solo Pro Wireless Review,Jake Thauvette,Very well-built design.,Mediocre microphone performance.,Headphones,"The Beats Solo Pro are very well-built on-ear headphones that have a fairly neutral sound profile that's a bit on the exciting side, with a bit of extra bass and...",,https://www.rtings.com/headphones/reviews/beats/solo-pro-wireless,2019-11-13
https://i.rtings.com/images/reviews/headphones/b-o-play/e8/e8-design-medium.jpg,B&O PLAY Beoplay E8 Truly Wireless 2018 Review,Sam Vafaei,High-end and durable build quality.,Relatively high latency.,Headphones,"The Beoplay E8 are decent mixed-usage truly wireless in-ears, with a great design. They look and feel like premium headphones and have a durable build quality th...",,https://www.rtings.com/headphones/reviews/b-o-play/beoplay-e8-truly-wireless-2018,2018-03-06
https://i.rtings.com/images/reviews/headphones/audio-technica/ath-anc7b-svis/ath-anc7b-svis-design-medium.jpg,Audio-Technica ATH-ANC7B SVIS Review,Sam Vafaei,Decent audio reproduction.,Poor noise isolation.,Headphones,The Audio-Technica ATH-ANC7B SVIS Noise-Cancelling are average headphones with decent audio reproduction. They deliver good bass but struggle with higher tones a...,,https://www.rtings.com/headphones/reviews/audio-technica/ath-anc7b-svis,2016-03-10
https://i.rtings.com/images/reviews/headphones/b-o-play/e8-3-0/e8-3-0-design-medium.jpg,B&O PLAY E8 3.0 True Wireless Review,Jake Thauvette,Sleek and lightweight.,Reduced passive noise isolation.,Headphones,The B&O PLAY E8 3.0 True Wireless are the 3rd generation of the E8 headphones. They're premium in-ear headphones that are versatile for everyday life. While they...,,https://www.rtings.com/headphones/reviews/b-o-play/e8-3-0-true-wireless,2020-03-03
https://i.rtings.com/images/reviews/headphones/audio-technica/ath-ad700x/ath-ad700x-design-medium.jpg,Audio-Technica ATH-AD700X Review,Sam Vafaei,Above-average and open sound quality.,"Very sensitive to ambient noise, by design.",Headphones,The Audio-Technica ATH-AD700X are budget open-back headphones that deliver an above-average sound for critical listening. They're comfortable and decently well b...,,https://www.rtings.com/headphones/reviews/audio-technica/ath-ad700x,2016-09-12
https://i.rtings.com/images/reviews/headphones/audio-technica/ath-anc23/ath-anc23-design-medium.jpg,Audio-Technica ATH-ANC23 Review,Sam Vafaei,Great audio reproduction.,Poor noise isolation.,Headphones,The Audio-Technica ATH-ANC23 QuietPoint are great-sounding in-ear headphones. They have balanced audio reproduction that works well with most music genres but a ...,,https://www.rtings.com/headphones/reviews/audio-technica/ath-anc23,2016-03-21
https://i.rtings.com/images/reviews/headphones/audio-technica/ath-anc9/ath-anc9-design-medium.jpg,Audio-Technica ATH-ANC9 Review,Sam Vafaei,Great audio reproduction.,Mostly plastic build.,Headphones,"The Audio-Technica ATH-ANC9 are great-sounding, comfortable headphones. They deliver decent performance all-around, with moderate-to-average noise isolation and ...",,https://www.rtings.com/headphones/reviews/audio-technica/ath-anc9,2016-02-26
https://i.rtings.com/images/reviews/headphones/audio-technica/ath-anc27x/ath-anc27x-design-medium.jpg,Audio-Technica ATH-ANC27x Review,Sam Vafaei,No noticeable harmonic distortion.,Poor isolation.,Headphones,The Audio-Technica ATH-ANC27x QuietPoint are below-average headphones that poorly isolate listeners from ambient noise. They sound exceedingly bass-heavy and fee...,,https://www.rtings.com/headphones/reviews/audio-technica/ath-anc27x,2016-04-19
https://i.rtings.com/images/reviews/headphones/audio-technica/ath-anc29/ath-anc29-design-medium.jpg,Audio-Technica ATH-ANC29  Review,Sam Vafaei,Lightweight design.,Odd ear cup size is not comfortable for everyone.,Headphones,"The Audio-Technica ATH-ANC29 QuietPoint have great bass that adds excitement to the tracks they reproduce. Unfortunately, they have a bland design that's slightl...",,https://www.rtings.com/headphones/reviews/audio-technica/ath-anc29,2016-04-08
https://i.rtings.com/images/reviews/tv/samsung/ku6300/ku6300-design-medium.jpg,"Samsung KU6300 Review (UN40KU6300, UN43KU6300, UN50KU6300, UN55KU6300, UN60KU6300, UN65KU6300, UN70KU6300)",Justin St-Laurent,Low input lag,Reflects more lights than average,TV,"The 4k Samsung KU6300 Series UHD LED TV doesn't have a stellar picture quality but is good enough for most content. It supports an HDR input, but it doesn't have...",,https://www.rtings.com/tv/reviews/samsung/ku6300,2016-05-27
https://i.rtings.com/images/reviews/tv/samsung/ks8000/ks8000-design-medium.jpg,"Samsung KS8000 Review (UN49KS8000, UN55KS8000, UN60KS8000, UN65KS8000)",Jean-Francois Lize,Movies and HDR look great.,Picture deteriorates at an angle.,TV,"The 4k Samsung KS8000 LED is a well rounded UHD TV that delivers a great picture quality. However, its picture deteriorates at an angle. From the front, everythi...",,https://www.rtings.com/tv/reviews/samsung/ks8000,2016-04-22
https://i.rtings.com/images/reviews/tv/samsung/ks8500/ks8500-design-medium.jpg,"Samsung KS8500 Review (UN49KS8500, UN55KS8500, UN65KS8500)",Daniel O'Keeffe,Great for playing video games with low input lag,Picture deteriorates when viewed from the side,TV,"The Samsung KS8500 4k UHD LED is a very good versatile TV. It offers great picture quality for movies and HDR content, has great motion handling and is very resp...",,https://www.rtings.com/tv/reviews/samsung/ks8500,2016-07-01
https://i.rtings.com/images/reviews/tv/samsung/ku7000/ku7000-design-medium.jpg,"Samsung KU7000 Review (UN40KU7000, UN43KU7000, UN49KU7000, UN55KU7000,  UN65KU7000)",Daniel O'Keeffe,Better than average uniformity,Judder is present in movies,TV,The 4k LED UHD Samsung KU7000 Series has a good enough picture quality for most content but lacks in a few areas. It handles fast motion decently and it feels re...,,https://www.rtings.com/tv/reviews/samsung/ku7000,2016-06-24
https://i.rtings.com/images/reviews/tv/samsung/ks9000/ks9000-design-medium.jpg,"Samsung KS9000 Review (UN55KS9000, UN65KS9000, UN75KS9000)",Justin St-Laurent,Great TV for watching movies and HDR content.,Picture quality deteriorates when viewed from the side.,TV,The Samsung KS9000 4k UHD LED TV has a lot to offer. The picture quality is excellent and it handles most content nicely. With the fact it can get very bright an...,,https://www.rtings.com/tv/reviews/samsung/ks9000,2016-04-29
https://i.rtings.com/images/reviews/tv/samsung/ku6600/ku6600-design-medium.jpg,Samsung KU6600 Review (UN55KU6600),Daniel O'Keeffe,Good dark scene performance,Picture quality degrades at an angle,TV,"The Samsung KU6600 is a UHD LED TV with good picture quality. It is almost the same TV as the often recommended Samsung KU6300, with a curve. It provides good pe...",,https://www.rtings.com/tv/reviews/samsung/ku6600,2016-10-28
https://i.rtings.com/images/reviews/tv/samsung/ku6500/ku6500-design-medium.jpg,"Samsung KU6500 Review (UN49KU6500, UN55KU6500, UN65KU6500)",Daniel O'Keeffe,High native contrast results in good dark scene performance,Image loses contrast at an angle,TV,"The 4k UHD Samsung KU6500 offers good picture quality when viewed from directly in front, but this degrades when viewed at an angle. It is almost exactly the sam...",,https://www.rtings.com/tv/reviews/samsung/ku6500,2016-11-16
https://i.rtings.com/images/reviews/tv/samsung/ku7500/ku7500-design-medium.jpg,"Samsung KU7500 Review (UN43KU7500, UN49KU7500, UN55KU7500, UN65KU7500, UN78KU7500)",Daniel O'Keeffe,Good TV for gamers,Picture loses contrast when viewed at an angle,TV,"The Samsung KU7500 is a 4k UHD TV, the curved equivalent of the KU7000. It offers the same good picture quality, with great dark scene performance due to the hig...",,https://www.rtings.com/tv/reviews/samsung/ku7500,2016-11-11
https://i.rtings.com/images/reviews/tv/samsung/ks9500/ks9500-design-medium.jpg,"Samsung KS9500 Review (UN55KS9500, UN65KS9500)",Jean-Francois Lize,Great TV for movies especially HDR content.,Loses picture quality at an angle.,TV,"The Samsung KS9500 4k UHD TV is a very well balanced TV. Its picture quality is great no matter the room, source or content being played. It can get very bright ...",,https://www.rtings.com/tv/reviews/samsung/ks9500,2016-04-15
https://i.rtings.com/images/reviews/tv/samsung/m4500/m4500-design-medium.jpg,"Samsung M4500 Review (UN24M4500A, UN28M4500A, UN32M4500A)",Daniel O'Keeffe,Free of image retention,Screen is not uniform,TV,"The Samsung MU4500 is a budget smart TV which supports an HD resolution. Unfortunately, its picture quality is poor, since its screen is not uniform and has area...",,https://www.rtings.com/tv/reviews/samsung/m4500,2017-12-11
https://i.rtings.com/images/reviews/tv/samsung/m5300/m5300-design-medium.jpg,"Samsung M5300 Review (UN32M5300, UN40M5300, UN43M5300, UN49M5300, UN50M5300)",Daniel O'Keeffe,Image remains accurate when viewed at an angle,Picture quality is below average,TV,"The Samsung M5300 is a full-HD TV with disappointing picture quality. When viewed in a dark room, the blacks appear gray and blotchy. In a brighter room, this is...",,https://www.rtings.com/tv/reviews/samsung/m5300,2017-10-23
https://i.rtings.com/images/reviews/tv/samsung/mu6290/mu6290-design-medium.jpg,"Samsung MU6290 Review (UN40MU6290, UN43MU6290, UN49MU6290, UN55MU6290, UN65MU6290, UN75MU6290)",Daniel O'Keeffe,Good contrast for dark room viewing,Image quality deteriorates at an angle,TV,The Samsung MU6290 is an entry-level 4K smart LCD TV. It's quite versatile thanks in part to its high contrast which gives it decent picture quality in a dark ro...,,https://www.rtings.com/tv/reviews/samsung/mu6290,2017-12-25
https://i.rtings.com/images/reviews/tv/samsung/mu7600/mu7600-design-medium.jpg,"Samsung MU7600 Review (UN49MU7600, UN55MU7600, UN65MU7600)",Daniel O'Keeffe,Wider color gamut,Could be brighter,TV,"The Samsung MU7600 is a good 4k HDR Smart curved TV. It has good deep blacks for an LED TV, giving it a good picture quality. It can also reproduce a wider gamut...",,https://www.rtings.com/tv/reviews/samsung/mu7600,2017-07-03
https://i.rtings.com/images/reviews/tv/samsung/mu6100/mu6100-design-medium.jpg,Samsung MU6100 Review (UN58MU6100),Daniel O'Keeffe,Low input lag for gaming,Average black uniformity,TV,"The Samsung MU6100 is an entry-level 4K LED TV with decent picture quality and good smart features. Its build is a bit plasticky and simplistic, but it performs ...",,https://www.rtings.com/tv/reviews/samsung/mu6100,2017-10-30
https://i.rtings.com/images/reviews/tv/samsung/mu6300/mu6300-design-medium.jpg,"Samsung MU6300 Review (UN40MU6300, UN43MU6300, UN50MU6300, UN55MU6300, UN65MU6300, UN75MU6300)",Daniel O'Keeffe,Great native contrast ratio,Limited HDR capabilities,TV,"The Samsung MU6300 is a better than average 4k Smart LED TV. It's not very extravagant, but it provides decent picture quality and a good set of features. Its in...",,https://www.rtings.com/tv/reviews/samsung/mu6300,2017-05-17
https://i.rtings.com/images/reviews/tv/samsung/mu6500/mu6500-design-medium.jpg,"Samsung MU6500 Review (UN49MU6500, UN55MU6500, UN65MU6500)",Daniel O'Keeffe,Low input lag,Picture quality deteriorates at an angle,TV,"The Samsung MU6500 is a decent entry-level 4k LED TV with good picture quality in a dark room. It features a curved design that is pretty rare to find nowadays, ...",,https://www.rtings.com/tv/reviews/samsung/mu6500,2017-07-24
https://i.rtings.com/images/reviews/tv/samsung/mu8500/mu8500-design-medium.jpg,"Samsung MU8500 Review (UN55MU8500, UN65MU8500)",Daniel O'Keeffe,Great contrast ratio,Image quality degrades at an angle,TV,The Samsung MU8500 4k smart TV is a better than average television with good picture quality and low input lag. It features a curved design which some might find...,,https://www.rtings.com/tv/reviews/samsung/mu8500,2017-08-21
https://i.rtings.com/images/reviews/tv/samsung/mu8000/mu8000-design-medium.jpg,"Samsung MU8000 Review (UN49MU8000, UN55MU8000, UN65MU8000, UN75MU8000, UN82MU8000)",Daniel O'Keeffe,Great blacks and contrast,Mediocre color gamut,TV,"The Samsung MU8000 is a capable 4k LED TV that offers good picture quality. Most content will do well on this TV, and it supports modern features such as HDR. Un...",,https://www.rtings.com/tv/reviews/samsung/mu8000,2017-03-31
https://i.rtings.com/images/reviews/tv/samsung/mu9000/mu9000-design-medium.jpg,"Samsung MU9000 Review (UN55MU9000, UN65MU9000, UN75MU9000)",Daniel O'Keeffe,Great dark scene performance,Images loses accuracy at an angle,TV,"The 4k Samsung MU9000 is a versatile TV, with very good picture quality and great motion handling. It can produce deep and uniform blacks, and supports HDR quite...",,https://www.rtings.com/tv/reviews/samsung/mu9000,2017-07-17
https://i.rtings.com/images/reviews/tv/samsung/q7f/q7f-design-medium.jpg,"Samsung Q7F/Q7 QLED 2017 Review (QN55Q7F, QN65Q7F, QN75Q7F)",Daniel O'Keeffe,Large color volume,Image degrades at an angle,TV,"The Samsung Q7F QLED TV is a good, well-rounded 4k TV that will perform well in almost every use-case. It's not the brightest in its category, but the Samsung Q7...",,https://www.rtings.com/tv/reviews/samsung/q7f-q7-qled-2017,2017-03-10
https://i.rtings.com/images/reviews/tv/samsung/mu7000/mu7000-design-medium.jpg,"Samsung MU7000 Review (UN40MU7000, UN49MU7000, UN55MU7000, UN65MU7000)",Daniel O'Keeffe,Blacks are very deep and uniform,Picture quality deteriorates at an angle,TV,"The MU7000 is a good 4k smart TV. Its blacks are nice and deep thanks to its very high contrast, and it can produce a wide color gamut, which is good for HDR. In...",,https://www.rtings.com/tv/reviews/samsung/mu7000,2017-05-31
https://i.rtings.com/images/reviews/tv/samsung/nu6900/nu6900-design-medium.jpg,"Samsung NU6900 Review (UN43NU6900, UN50NU6900, UN55NU6900, UN65NU6900, UN75NU6900)",Dimitris Katsaounis,High native contrast.,Only two HDMI ports.,TV,The Samsung NU6900 is a decent entry-level 4K LCD TV. It has an okay picture quality with a high native contrast ratio but lacks other more advanced features lik...,,https://www.rtings.com/tv/reviews/samsung/nu6900,2020-02-18
https://i.rtings.com/images/reviews/tv/samsung/q8c/q8c-design-medium.jpg,"Samsung Q8C/Q8 QLED 2017 Review (QN55Q8C, QN65Q8C, QN75Q8C)",Daniel O'Keeffe,Very good color volume for HDR,Picture quality degrades at an angle,TV,"The Samsung Q8C is a versatile curved 4k LED TV with a great design and good build quality thanks to its brushed metal finish. It gets decently bright, and it ca...",,https://www.rtings.com/tv/reviews/samsung/q8c-q8-qled-2017,2017-09-18
https://i.rtings.com/images/reviews/tv/samsung/nu7300/nu7300-design-medium.jpg,"Samsung NU7300 Review (UN55NU7300, UN65NU7300)",Daniel O'Keeffe,Can produce deep and uniform dark scenes,Bad viewing angles,TV,"The Samsung NU7300 is a decent 4k TV with deep blacks when viewed from directly in-front, but the image degrades when viewed at an angle. It lacks more advanced ...",,https://www.rtings.com/tv/reviews/samsung/nu7300,2018-06-15
https://i.rtings.com/images/reviews/tv/samsung/nu7100/nu7100-design-medium.jpg,"Samsung NU7100 Review (UN40NU7100, UN43NU7100, UN50NU7100, UN55NU7100, UN58NU7100, UN65NU7100, UN75NU7100)",Daniel O'Keeffe,Excellent low input lag.,Limited HDR capabilities.,TV,The Samsung NU7100 is a decent 4k LED TV. It has decent picture quality with a good native contrast ratio but lacks more advanced features to improve the dark ro...,,https://www.rtings.com/tv/reviews/samsung/nu7100,2020-03-16
https://i.rtings.com/images/reviews/tv/samsung/n5300/n5300-design-medium.jpg,"Samsung N5300 Review (UN32N5300, UN43N5300)",Dimitris Katsaounis,Image remains accurate when viewed at an angle,Poor HDR performance,TV,The Samsung N5300 is a basic 1080p IPS LED TV with decent picture quality. It does not have a high native contrast ratio and thus dark room performance is not go...,,https://www.rtings.com/tv/reviews/samsung/n5300,2018-11-05
https://i.rtings.com/images/reviews/tv/samsung/nu8500/nu8500-design-medium.jpg,"Samsung NU8500 Review (UN55NU8500, UN65NU8500)",Daniel O'Keeffe,Great at handling motion,Image degrades when viewed at an angle,TV,The Samsung NU8500 is a curved 4k UHD TV with good picture quality. It is versatile and performs well for a wide range of usages. It can produce deep and uniform...,,https://www.rtings.com/tv/reviews/samsung/nu8500,2018-06-12
https://i.rtings.com/images/reviews/tv/samsung/nu8000/nu8000-design-medium.jpg,"Samsung NU8000 Review (UN49NU8000, UN55NU8000, UN65NU8000, UN75NU8000, UN82NU8000)",Daniel O'Keeffe,Great motion handling,Colors appear washed out at an angle,TV,"The Samsung NU8000 is a versatile 4k LED TV with good picture quality and HDR support. It also has great motion handling, as only a short trail follows fast movi...",,https://www.rtings.com/tv/reviews/samsung/nu8000,2018-03-30
https://i.rtings.com/images/reviews/tv/samsung/q7fn/q7fn-design-medium.jpg,"Samsung Q7FN/Q7/Q7F QLED 2018 Review (QN55Q7FN, QN65Q7FN, QN75Q7FN)",Daniel O'Keeffe,Exceptionally wide color gamut,Picture quality degrades at an angle,TV,The Samsung Q7F is a 2018 4k QLED TV with great picture quality. It can produce saturated highlights in HDR content due to the very wide color gamut. It also has...,,https://www.rtings.com/tv/reviews/samsung/q7fn-q7-q7f-qled-2018,2018-05-15
https://i.rtings.com/images/reviews/tv/samsung/q9f/q9f-design-medium.jpg,"Samsung Q9F/Q9 QLED 2017 Review (QN65Q9F, QN75Q9F)",Daniel O'Keeffe,Very wide color gamut,Picture quality degrades at an angle,TV,The Samsung Q9F QLED is a great 4k LCD TV with very good picture quality and exceptional rendition of colors. It can display a very wide range of colors and gets...,,https://www.rtings.com/tv/reviews/samsung/q9f-q9-qled-2017,2017-06-15
https://i.rtings.com/images/reviews/headphones/audio-technica/ath-m20x/ath-m20x-design-medium.jpg,Audio-Technica ATH-M20x Review,Sam Vafaei,Above-average sound reproduction.,Poor isolation.,Headphones,"The Audio-Technica ATH-M20x are decent over-ear headphones. They have an above-average audio reproduction and a moderately comfortable and stable design. Sadly, ...",,https://www.rtings.com/headphones/reviews/audio-technica/ath-m20x,2016-05-16
https://i.rtings.com/images/reviews/tv/samsung/q7cn/q7cn-design-medium.jpg,"Samsung Q7CN/Q7C QLED 2018 Review (QN55Q7CN, QN65Q7CN)",Dimitris Katsaounis,Great gaming features including variable refresh rate  support,Image deteriorates when viewed at an angle,TV,The Samsung Q7CN is a 4k QLED TV with very good picture quality. It can get very bright and has excellent reflection handling that makes it suitable for a bright...,,https://www.rtings.com/tv/reviews/samsung/q7cn-q7c-qled-2018,2018-11-16
https://i.rtings.com/images/reviews/headphones/audio-technica/ath-anc33is/ath-anc33is-design-medium.jpg,Audio-Technica ATH-ANC33iS Review,Sam Vafaei,Great audio reproduction.,In-Ear design may be uncomfortable for some.,Headphones,"The Audio-Technica ATH-ANC33iS QuietPoint have a typical in-ear design and above-average audio reproduction. Unfortunately, they may not be comfortable for every...",,https://www.rtings.com/headphones/reviews/audio-technica/ath-anc33is,2016-03-31
https://i.rtings.com/images/reviews/headphones/audio-technica/ath-anc70/ath-anc70-design-medium.jpg,Audio-Technica ATH-ANC70 Review,Sam Vafaei,Lightweight.,Weak build and creaky joints.,Headphones,"The Audio-Technica QuietPoint ATH-ANC70 are decent sounding headphones. They do a good job with audio reproduction but lack a little bass. Unfortunately, noise I...",,https://www.rtings.com/headphones/reviews/audio-technica/ath-anc70,2016-02-26
https://i.rtings.com/images/reviews/tv/samsung/q6fn/q6fn-design-medium.jpg,"Samsung Q6FN/Q6/Q6F QLED 2018 Review (QN49Q6FN, QN55Q6FN, QN65Q6FN, QN75Q6FN, QN82Q6FN)",Daniel O'Keeffe,Blacks are deep and uniform,Image degrades when viewed at an angle,TV,The Samsung Q6F QLED is a 4k TV with great performance for a wide range of different usages. It has very good picture quality due to the high native contrast rat...,,https://www.rtings.com/tv/reviews/samsung/q6fn-q6-q6f-qled-2018,2018-06-05
https://i.rtings.com/images/reviews/headphones/audio-technica/ath-m30x/ath-m30x-design-medium.jpg,Audio-Technica ATH-M30x Review,Sam Vafaei,Above-average sound reproduction.,Poor noise isolation.,Headphones,The Audio-Technica ATH-M30x are above-average-sounding headphones with a decently sturdy and comfortable design. They don't leak much and won't distract the peop...,,https://www.rtings.com/headphones/reviews/audio-technica/ath-m30x,2016-05-27
https://i.rtings.com/images/reviews/headphones/audio-technica/ath-m70x/ath-m70x-design-medium.jpg,Audio-Technica ATH-M70x Review,Sam Vafaei,Good instruments and vocals reproduction.,Poor noise isolation.,Headphones,"The Audio-Technica ATH-M70x deliver a decent sound but lack the bass and versatility of the ATH-M50x. They're stylish, comfortable and come with a good case but ...",,https://www.rtings.com/headphones/reviews/audio-technica/ath-m70x,2016-09-22
