Title,PIC,Summary,Author,Date,Pros,Cons,URL
Xiaomi’s Mi Note phablet outclasses the competition for half the price,https://cdn.arstechnica.net/wp-content/uploads/2015/02/IMG_1464830-640x215.jpg,"Review: China's disruptive OEM builds a premium, high-end phablet for $370.",Ron Amadeo,2015-02-20,,,https://arstechnica.com/gadgets/2015/02/xiaomis-mi-note-phablet-outclasses-the-competition-for-half-the-price/
Paranoid Android redux: “going dark” with Silent Circle’s Blackphone 2,https://cdn.arstechnica.net/wp-content/uploads/2015/09/phoneshot0003-640x215.jpg,Latest edition of Phil Zimmerman's favorite phone brings privacy with less pain.,Sean Gallagher,2015-09-28,,,https://arstechnica.com/gadgets/2015/09/paranoid-android-redux-going-dark-with-silent-circles-blackphone-2/
A (3D) touch above: The iPhone 6S and 6S Plus reviewed,https://cdn.arstechnica.net/wp-content/uploads/2015/09/DSC01543-640x215.jpg,"In the absence of a new design, 3D Touch and the A9 chip are the stars of the show.",Andrew Cunningham,2015-09-28,,,https://arstechnica.com/gadgets/2015/09/a-3d-touch-above-the-iphone-6s-and-6s-plus-reviewed/
OS X 10.11 El Capitan: The Ars Technica Review,https://cdn.arstechnica.net/wp-content/uploads/2015/09/DSC01666-640x215.jpg,Apple brings refinement and under-the-hood changes to Yosemite's new design.,Andrew Cunningham & Lee Hutchinson,2015-09-29,,,https://arstechnica.com/gadgets/2015/09/os-x-10-11-el-capitan-the-ars-technica-review/
Huawei’s first Android Wear watch is a beautiful yet basic timepiece,https://cdn.arstechnica.net/wp-content/uploads/2015/09/hw1-640x215.jpg,"Review: It looks great on the outside, but it's still Google's OS on the inside.",Valentina Palladino,2015-10-02,,,https://arstechnica.com/gadgets/2015/10/huaweis-first-android-wear-watch-is-a-beautiful-yet-basic-timepiece/
"Ezviz Mini security cam reviewed: Small, affordable, and surprisingly good",https://cdn.arstechnica.net/wp-content/uploads/2015/11/ezviz1-640x215.jpg,This $70 mini camera gives expensive competitors a run for their money.,Valentina Palladino,2015-11-12,,,https://arstechnica.com/gadgets/2015/11/ezviz-mini-security-cam-reviewed-small-affordable-and-surprisingly-good/
Mini-review: iWork ‘15 brings a lot of little changes but no headliners,https://cdn.arstechnica.net/wp-content/uploads/2014/11/iwork14-icons-640x215.jpg,And some longstanding issues remain—those decimal points will get you every time.,Iljitsch van Beijnum,2015-11-17,,,https://arstechnica.com/gadgets/2015/11/mini-review-iwork-15-brings-a-lot-of-little-changes-but-no-headliners/
Mini-review: Logitech’s Create is the iPad Pro keyboard case you really want,https://cdn.arstechnica.net/wp-content/uploads/2015/11/DSC02216-640x215.jpg,"It’s not as svelte as Apple’s stuff, but it’s a cheaper, superior keyboard.",Andrew Cunningham,2015-11-13,,,https://arstechnica.com/gadgets/2015/11/mini-review-logitechs-create-is-the-ipad-pro-keyboard-case-you-really-want/
"OnePlus X Review: Not bad for $249, assuming you can actually buy one",https://cdn.arstechnica.net/wp-content/uploads/2015/11/IMG_4561-640x215.jpg,A lame invite system puts a damper on a low price and great build quality.,Ron Amadeo,2015-11-19,"
            ",,https://arstechnica.com/gadgets/2015/11/oneplus-x-review-not-bad-for-249-assuming-you-can-actually-buy-one/
Mini-review: Asus’ Chromebit is somewhere between a Chromecast and a mini PC,https://cdn.arstechnica.net/wp-content/uploads/2015/11/DSC02280-640x215.jpg,"2GB of RAM hurts, but for $90 it's a decent productivity stick.",Andrew Cunningham,2015-11-20,,,https://arstechnica.com/gadgets/2015/11/mini-review-asus-chromebit-is-somewhere-between-a-chromecast-and-a-mini-pc/
Garmin’s Vivosmart HR reviewed: Don’t buy a Fitbit before considering this band,https://cdn.arstechnica.net/wp-content/uploads/2015/11/vivosmarthr13-640x215.jpg,"The $150 all-purpose tracker may not have Fitbit's modern exterior, but its internals are solid.",Valentina Palladino,2015-11-18,,,https://arstechnica.com/gadgets/2015/11/garmins-vivosmart-hr-reviewed-dont-buy-a-fitbit-before-considering-this-band/
Ars System Guide November 2015: Bargain Box,https://cdn.arstechnica.net/wp-content/uploads/2013/11/system-guide-dec-2011-4eefcbf-intro-640x215.jpg,The most affordable system in the Ars Guides somehow makes the most—and least—sense.,Brian Won,2015-11-27,,,https://arstechnica.com/gadgets/2015/11/ars-system-guide-november-2015-bargain-box/
Pebble Time Round reviewed: You can judge this book by its cover,https://cdn.arstechnica.net/wp-content/uploads/2015/11/timeround1-640x215.jpg,Pebble's newest smartwatch is mostly different in design—and that's the point.,Valentina Palladino,2015-11-21,,,https://arstechnica.com/gadgets/2015/11/pebble-time-round-reviewed-you-can-judge-this-book-by-its-cover/
Review: Asus’ excellent midrange laptop gets much better with Skylake,https://cdn.arstechnica.net/wp-content/uploads/2015/11/DSC02339-640x215.jpg,"UX305C gives you Core m3, 8GB RAM, a 256GB SSD, and a 1080p IPS screen for $700.",Andrew Cunningham,2015-11-24,,,https://arstechnica.com/gadgets/2015/11/review-asus-excellent-midrange-laptop-gets-much-better-with-skylake/
Samsung’s Smartcam HD Plus is like a Nest Cam that’s not shackled to the cloud,https://cdn.arstechnica.net/wp-content/uploads/2015/11/smartcam1-640x215.jpg,Review: $190 camera stores video locally and lets you communicate with your home.,Valentina Palladino,2015-11-27,,,https://arstechnica.com/gadgets/2015/11/samsungs-smartcam-hd-plus-is-like-a-nest-cam-thats-not-shackled-to-the-cloud/
"A review of the $10 Walmart phone—better than nothing, but not by much",https://cdn.arstechnica.net/wp-content/uploads/2015/11/IMG_4591-640x215.jpg,"We bought an LG Sunrise for the low, low price of $10. We regret it.",Ron Amadeo,2015-12-05,,,https://arstechnica.com/gadgets/2015/12/a-review-of-the-10-walmart-phone-better-than-nothing-but-not-by-much/
Pixel C review—New hardware ignores an Android tablet’s core problem: software,https://cdn.arstechnica.net/wp-content/uploads/2015/12/1-1-3-640x215.jpg,"A ""productivity"" device that can only display a single app at a time?",Ron Amadeo,2015-12-08,,,https://arstechnica.com/gadgets/2015/12/pixel-c-review-new-hardware-ignores-an-android-tablets-core-problem-software/
Mini-review: A week with Apple’s lumpy new iPhone battery case,https://cdn.arstechnica.net/wp-content/uploads/2015/12/DSC02367-640x215.jpg,Form follows function in one of Apple’s uglier accessories.,Andrew Cunningham,2015-12-16,iOS integration so you can actually see the battery case’s level from within the OS.,"Too-grippy texture picks up dust, hair, and other grit and makes it hard to pocket the phone.",https://arstechnica.com/gadgets/2015/12/mini-review-a-week-with-apples-lumpy-new-iphone-battery-case/
"Android on the desktop: Not really “good,” but better than you’d think",https://cdn.arstechnica.net/wp-content/uploads/2015/12/android-desktop-640x215.jpg,"Surprisingly good mouse and keyboard support, but the interface can't scale.",Ron Amadeo,2015-12-20,,,https://arstechnica.com/gadgets/2015/12/android-on-the-desktop-not-really-good-but-better-than-youd-think/
"Keyboards, OSes, pedals, and the other gadgets we liked most in 2015",https://cdn.arstechnica.net/wp-content/uploads/2015/12/IMG_3219-640x215.jpg,The Ars reviews team takes stock after a busy year.,Andrew Cunningham,2015-12-21,,,https://arstechnica.com/gadgets/2015/12/keyboards-oses-lenses-pedals-and-the-other-gadgets-we-liked-most-in-2015/
Lumia 950 review: Windows Phone finally has a new flagship—will anyone care?,https://cdn.arstechnica.net/wp-content/uploads/2015/11/MG_4349-640x215.jpg,"Camera is great and Continuum is cool, but Windows Phone likely blew its last big chance.",Peter Bright,2015-11-20,,,https://arstechnica.com/gadgets/2015/11/lumia-950-review-windows-phone-finally-has-a-new-flagship-will-anyone-care/
Samsung Galaxy S7 and S7 Edge review: The Galaxy S6 2.0,https://cdn.arstechnica.net/wp-content/uploads/2016/03/FEATURES-640x215.jpg,Samsung brings back water resistance and an SD card but shuns USB Type C. ,Ron Amadeo,2016-03-14,,,https://arstechnica.com/gadgets/2016/03/samsung-galaxy-s7-and-s7-edge-review-the-galaxy-s6-2-0/
"Fossil Q Founder review: Bold, beautiful, but average with Android Wear",https://cdn.arstechnica.net/wp-content/uploads/2015/12/qfounder15-640x215.jpg,"It's not stellar, but it could introduce Google's wearables to a wider audience.",Valentina Palladino,2015-12-15,,,https://arstechnica.com/gadgets/2015/12/fossil-q-founder-review-bold-beautiful-but-average-with-android-wear/
Polar A360 reviewed: Another fitness tracker with smartwatch envy,https://cdn.arstechnica.net/wp-content/uploads/2016/03/a360_13-640x215.jpg,The $199 tracker is the first with Polar's own wrist-bound heart rate monitor.,Valentina Palladino,2016-03-27,,,https://arstechnica.com/gadgets/2016/03/polar-a360-reviewed-another-fitness-tracker-with-smartwatch-envy/
Fitbit Blaze reviewed: A totally unnecessary tracker with a few cool features,https://cdn.arstechnica.net/wp-content/uploads/2016/03/blaze23-640x215.jpg,"It's not a bad device, I just don't know why it exists.",Valentina Palladino,2016-03-20,,,https://arstechnica.com/gadgets/2016/03/fitbit-blaze-reviewed-a-totally-unnecessary-tracker-with-a-few-cool-features/
Mini-review: tvOS 9.2 fixes all the Apple TV’s biggest problems,https://cdn.arstechnica.net/wp-content/uploads/2016/03/Screen-Shot-2016-03-14-at-2.56.38-PM-640x215.jpg,Text input and the home screen layout get most of the attention.,Andrew Cunningham,2016-03-21,,,https://arstechnica.com/gadgets/2016/03/mini-review-tvos-9-2-fixes-all-the-apple-tvs-biggest-problems/
Xiaomi Mi 5 review: It’s hard to argue with $305 for a Snapdragon 820,https://cdn.arstechnica.net/wp-content/uploads/2016/03/IMG_0065-640x215.jpg,"Xiaomi's software needs a serious upgrade, though. ",Ron Amadeo,2016-03-22,,,https://arstechnica.com/gadgets/2016/03/xiaomi-mi-5-review-its-hard-to-argue-with-305-for-a-snapdragon-820/
9.7-inch iPad Pro review: What makes something “Pro” anyway?,https://cdn.arstechnica.net/wp-content/uploads/2016/03/DSC03849-2-640x215.jpg,The smaller Pro straddles the line between the 12.9-inch version and the Air 2.,Andrew Cunningham,2016-03-28,,,https://arstechnica.com/gadgets/2016/03/the-9-7-inch-ipad-pro-review-what-makes-something-pro-anyway/
"LG G5 review: An interesting idea, shoddily executed",https://cdn.arstechnica.net/wp-content/uploads/2016/04/LG-G5-3-640x215.jpg,Fit and finish problems mar an otherwise promising phone. ,Ron Amadeo,2016-04-10,,,https://arstechnica.com/gadgets/2016/04/lg-g5-review-an-interesting-idea-shoddily-executed/
Mio Fuse reviewed: A fitness band that works better than it looks,https://cdn.arstechnica.net/wp-content/uploads/2016/04/miofuse8-640x215.jpg,"Sure you could wear it all day long, but the Fuse doesn't shine 24/7.",Valentina Palladino,2016-04-17,,,https://arstechnica.com/gadgets/2016/04/mio-fuse-reviewed-a-fitness-band-that-works-better-than-it-looks/
HP’s upsized 15-inch Spectre x360—a high quality device built for the mainstream,https://cdn.arstechnica.net/wp-content/uploads/2016/04/IMG_2947-640x215.jpg,HP hits enlarge on its very pleasant 13-inch systems.,Peter Bright,2016-04-10,,,https://arstechnica.com/gadgets/2016/04/hps-upsized-15-inch-spectre-x360-a-high-quality-device-built-for-the-mainstream/
Ubiquiti’s 8-port POE switch is a solid complement for a home Unifi setup,https://cdn.arstechnica.net/wp-content/uploads/2016/04/JT3A9018-640x215.jpg,Fanless $199 managed device drives Unifi Wi-Fi gear—if you can find it in stock.,Lee Hutchinson,2016-04-13,,,https://arstechnica.com/gadgets/2016/04/ubiquitis-8-port-poe-switch-is-a-solid-complement-for-a-home-unifi-setup/
HTC 10 review: HTC builds the best Android flagship of 2016,https://cdn.arstechnica.net/wp-content/uploads/2016/04/IMG_0067-640x215.jpg,"No gimmicks, no nonsense—HTC keeps it simple and builds an awesome smartphone.",Ron Amadeo,2016-04-14,,,https://arstechnica.com/gadgets/2016/04/htc-10-review-htc-builds-the-best-android-flagship-of-2016/
"Review: Misfit’s Ray is a subtle, stylish fitness bracelet",https://cdn.arstechnica.net/wp-content/uploads/2016/04/ray6-640x215.jpg,"The $99 tracker covers all the basics, but look elsewhere for extra perks.",Valentina Palladino,2016-04-21,,,https://arstechnica.com/gadgets/2016/04/misfit-ray-fitness-tracker-review-putting-style-ahead-of-fancy-features/
"OWC’s Aura SSDs are a good way to add storage to newer MacBooks, with caveats [Updated]",https://cdn.arstechnica.net/wp-content/uploads/2016/04/DSC04051-640x215.jpg,"Mini-review: SSDs have few drawbacks, but incompatibility with Boot Camp is one.",Andrew Cunningham,2016-04-17,,,https://arstechnica.com/gadgets/2016/04/owcs-aura-ssds-are-a-good-way-to-add-storage-to-newer-macbooks-with-caveats/
"Sorry, Everyone: The iPhone SE is an apology to big-phone haters everywhere",https://cdn.arstechnica.net/wp-content/uploads/2016/04/SE-listing-640x215.jpg,"Review: There’s not much that’s “new,” but that’s not what this phone is about.",Andrew Cunningham,2016-04-06,,,https://arstechnica.com/gadgets/2016/04/sorry-everyone-the-iphone-se-is-an-apology-to-big-phone-haters-everywhere/
Review: The 2016 Retina MacBook is a faster version of the same machine,https://cdn.arstechnica.net/wp-content/uploads/2016/04/DSC00396-640x215.jpg,"Improved CPUs, GPUs, and SSDs are all welcome, but the core compromises remain.",Andrew Cunningham,2016-04-25,,,https://arstechnica.com/gadgets/2016/04/review-the-2016-retina-macbook-is-a-faster-version-of-the-same-machine/
"A year with the Apple Watch: What works, what doesn’t, and what lies ahead?",https://cdn.arstechnica.net/wp-content/uploads/2016/04/AppleWatch-1-1-640x215.jpg,"Some features are more useful than others, and there's lots of room to improve.",Andrew Cunningham,2016-04-22,,,https://arstechnica.com/gadgets/2016/04/a-year-with-the-apple-watch-what-works-what-doesnt-and-what-lies-ahead/
iOS 10 preview: Apple goes back to ignoring the iPad in a wide-ranging update,https://cdn.arstechnica.net/wp-content/uploads/2016/07/DSC04995-640x215.jpg,"iOS 10 gives developers plenty to do and lets its users have a little fun, too.",Andrew Cunningham,2016-07-07,,,https://arstechnica.com/gadgets/2016/07/48-hours-with-ios-10s-first-public-beta-build/
"Moto Z review: Lenovo brings a huge price increase, lame modular system",https://cdn.arstechnica.net/wp-content/uploads/2016/07/Moto-Z-47-640x215.jpg,The first Moto flagship under Lenovo's rule isn't a compelling one. ,Ron Amadeo,2016-07-21,,,https://arstechnica.com/gadgets/2016/07/moto-z-review-lenovo-brings-a-huge-price-increase-lame-modular-system/
"Review: Without quick updates the Moto G4 is merely good, not great",https://cdn.arstechnica.net/wp-content/uploads/2016/07/DSC05056-640x215.jpg,"$200 starting price, OK specs, and fingerprint sensor are still a solid value.",Andrew Cunningham,2016-07-22,,,https://arstechnica.com/gadgets/2016/07/review-without-quick-updates-the-moto-g4-is-merely-good-not-great/
Intel’s Core M Compute Stick is an actually usable computer with caveats,https://cdn.arstechnica.net/wp-content/uploads/2016/07/DSC05037-640x215.jpg,Mini-review: $380 stick bridges the gap between the Atom sticks and the NUC.,Andrew Cunningham,2016-07-27,,,https://arstechnica.com/ars-podcast/2016/07/intels-core-m-compute-stick-is-fast-enough-but-not-quite-cheap-enough/
Review: Asus’ $700 Zenbook Flip isn’t quite worthy of the laptop it replaces,https://cdn.arstechnica.net/wp-content/uploads/2016/08/DSC05181-640x360.jpg,Trackpad woes and a lesser screen ruin one of the best midrange laptops.,Andrew Cunningham,2016-08-09,,,https://arstechnica.com/gadgets/2016/08/review-asus-midrange-laptop-gains-a-flexible-hinge-and-frustrating-problems/
Review: A $60 Amazon phone that’s way better than Amazon’s actual phone,https://cdn.arstechnica.net/wp-content/uploads/2016/08/DSC05127-640x360.jpg,Selling your lock screen to Amazon cuts this cheap phone's price in half.,Andrew Cunningham,2016-08-03,,,https://arstechnica.com/gadgets/2016/08/review-blus-r1-hd-redefines-what-you-can-get-in-a-60-smartphone/
Android 7.0 Nougat review—Do more on your gigantic smartphone,https://cdn.arstechnica.net/wp-content/uploads/2016/08/nougat-760x380.jpg,"Big smartphones are everywhere, and Nougat's new features make them more useful.",Ron Amadeo,2016-08-22,,,https://arstechnica.com/gadgets/2016/08/android-7-0-nougat-review-do-more-on-your-gigantic-smartphone/
Lumo Run reviewed: Messing up your form? This running coach can fix that.,https://cdn.arstechnica.net/wp-content/uploads/2016/08/lumorun6-1-640x360.jpg,"You run regularly, but are you running correctly?",Valentina Palladino,2016-08-06,,,https://arstechnica.com/gadgets/2016/08/lumo-run-reviewed-a-tiny-coach-that-guilts-you-into-running-better/
The connected renter: How to make your apartment smarter,https://cdn.arstechnica.net/wp-content/uploads/2016/07/smartapartment_hero5-640x215.jpg,Turning your rented space into a smart home can be tricky; we have some advice.,Valentina Palladino,2016-08-10,,,https://arstechnica.com/gadgets/2016/08/the-connected-renter-how-to-make-your-apartment-smarter/
Review: iRobot’s $199 Braava Jet is a robo-Swiffer for small spaces,https://cdn.arstechnica.net/wp-content/uploads/2016/08/braavajet7-640x360.jpg,"It gets points for cleanliness and ease of use, but its audience is limited.",Valentina Palladino,2016-08-11,,,https://arstechnica.com/gadgets/2016/08/review-irobots-199-braava-jet-is-a-robo-swiffer-for-small-spaces/
Galaxy Note 7 review: What’s the opposite of “bang for your buck?”,https://cdn.arstechnica.net/wp-content/uploads/2016/08/Galaxy-Note-7-16-1-760x380.jpg,Samsung's latest offers the best of 2016 technology but with a 2013 price tag.,Ron Amadeo,2016-08-26,,,https://arstechnica.com/gadgets/2016/08/galaxy-note-7-review-whats-the-opposite-of-bang-for-your-buck/
Caught in the act: How and why you should invest in a dash cam,https://cdn.arstechnica.net/wp-content/uploads/2016/08/vantrue1-760x380.jpg,"You may never use it, but when you have to, it could be a life-saver.",Valentina Palladino,2016-09-01,,,https://arstechnica.com/gadgets/2016/09/caught-in-the-act-how-and-why-you-should-invest-in-a-dash-cam/
Fedora 24 review: The year’s best Linux distro is puzzlingly hard to recommend,https://cdn.arstechnica.net/wp-content/uploads/2016/08/fedora-760x380.jpg,"Even for a great update, rollout trouble reminds us release cycles can mar a distro.",Scott Gilbertson,2016-08-30,"
            ","
            ",https://arstechnica.com/information-technology/2016/08/fedora-24-review-the-years-best-linux-distro-is-puzzlingly-hard-to-recommend/
iPhone 7 and 7 Plus review: Great annual upgrades with one major catch,https://cdn.arstechnica.net/wp-content/uploads/2016/09/iphone7-intro-760x380.jpg,"In-depth with the new phones, the AirPods, A10 Fusion, the cameras, and more.",Andrew Cunningham,2016-09-13,,,https://arstechnica.com/gadgets/2016/09/iphone-7-and-7-plus-review-great-annual-upgrades-with-one-major-catch/
iOS 10 reviewed: There’s no reason not to update,https://cdn.arstechnica.net/wp-content/uploads/2016/09/DSC05532-1-760x380.jpg,Apple puts together a comprehensive update with some smart app redesigns.,Andrew Cunningham,2016-09-13,,,https://arstechnica.com/gadgets/2016/09/ios-10-reviewed-theres-no-reason-not-to-update/
"Heading into its second year, the Apple Watch finds its focus",https://cdn.arstechnica.net/wp-content/uploads/2016/09/DSC05241-760x380.jpg,Series 2 and watchOS 3 help realize the original model's potential.,Andrew Cunningham,2016-09-23,,,https://arstechnica.com/gadgets/2016/09/heading-into-its-second-year-the-apple-watch-finds-its-focus/
"The Router rumble: Ars DIY build faces better tests, tougher competition",https://cdn.arstechnica.net/wp-content/uploads/2016/09/02-homebrew2-760x380.jpg,"The Homebrew is still near the top of the class, but one off-the-shelf router bests it.",Jim Salter,2016-09-16,,,https://arstechnica.com/gadgets/2016/09/the-router-rumble-ars-diy-build-faces-better-tests-tougher-competition/
Review: Dell’s Kaby Lake XPS 13 isn’t quite good enough to keep its crown,https://cdn.arstechnica.net/wp-content/uploads/2016/11/kbl-xps-13-760x380.jpg,"Dell's popular Ultrabook isn't much changed for Kaby Lake, and that's a problem.",Peter Bright,2016-11-25,,,https://arstechnica.com/gadgets/2016/11/review-dells-kaby-lake-xps-13-isnt-quite-good-enough-to-keep-its-crown/
Fitbit Charge 2 reviewed: A calculated update that’s ideal for new users,https://cdn.arstechnica.net/wp-content/uploads/2016/09/charge2_2-760x380.jpg,"At $150, the Charge 2 replaces the Charge HR as the best-value Fitbit device.",Valentina Palladino,2016-09-14,,,https://arstechnica.com/gadgets/2016/09/fitbit-charge-2-reviewed-a-calculated-update-thats-ideal-for-new-users/
Hear the pulse: Heart rate monitoring fitness earbuds tested,https://cdn.arstechnica.net/wp-content/uploads/2016/12/EarBudComparison-still-760x380.jpeg,"Accuracy can be spotty, but some of these fitness buds are worth checking out.",Valentina Palladino,2016-12-04,,,https://arstechnica.com/gadgets/2016/12/hear-the-pulse-heart-rate-monitoring-fitness-earbuds-tested/
HP Omen 17: An affordable gaming-caliber laptop almost worth buying,https://cdn.arstechnica.net/wp-content/uploads/2016/11/IMG_2599-760x380.jpg,"You have to make compromises to get to this price point, but HP makes too many.",Sam Machkovech,2016-11-26,Incredible gaming performance in a laptop.,Plastic keyboard coating hurts after extended use—and picks up too many smudges.,https://arstechnica.com/gadgets/2016/11/hp-omen-x-an-affordable-gaming-caliber-laptop-almost-worth-buying/
"Lenovo Yoga Book review: A keyless keyboard that will get you talking, not typing",https://cdn.arstechnica.net/wp-content/uploads/2016/12/yogabook7-760x380.jpg,"Magic writing and typing with no keys makes for a unique, if slow, convertible.",Valentina Palladino,2016-12-09,,,https://arstechnica.com/gadgets/2016/12/lenovo-yoga-book-review-a-keyless-keyboard-that-will-get-you-talking-not-typing/
Review: The still optional but pleasantly refined Apple Watch Series 2,https://cdn.arstechnica.net/wp-content/uploads/2016/09/applewatchseries2_21-760x380.jpg,Hardware perks and watchOS 3 fixes bring it one step closer to finding purpose in life.,Valentina Palladino,2016-09-22,,,https://arstechnica.com/gadgets/2016/09/apple-watch-series-2-review-the-best-of-a-fitness-tracker-in-smartwatch-form/
"Surface Studio is a love letter to artists, a curiosity for anyone else",https://cdn.arstechnica.net/wp-content/uploads/2016/12/surface-studio-angled-760x380.jpg,"Review: It's good in parts, but peculiar decisions and an iffy concept undermine it.",Peter Bright,2016-12-09,,,https://arstechnica.com/gadgets/2016/12/surface-studio-beautiful-screen-clever-engineering-but-a-mediocre-product/
"Jabra Elite Sport wireless review: one day, these buds could replace your current tracker",https://cdn.arstechnica.net/wp-content/uploads/2016/12/elitesport3-760x380.jpg,"Fitness buffs will love how much they can do with them, but $250 is still steep.",Valentina Palladino,2016-12-21,,,https://arstechnica.com/gadgets/2016/12/jabra-elite-sport-review-wireless-workout-buds-are-all-about-convenience/
macOS 10.12 Sierra: The Ars Technica review,https://cdn.arstechnica.net/wp-content/uploads/2016/09/Screen-Shot-2016-09-20-at-11.04.29-AM.png,Apple's desktop operating system once again plays second fiddle to iOS.,Andrew Cunningham and Lee Hutchinson,2016-09-20,,,https://arstechnica.com/gadgets/2016/09/macos-10-12-sierra-the-ars-technica-review/
Review: Acer’s attempt at high-quality Ultrabook isn’t quite good enough,https://cdn.arstechnica.net/wp-content/uploads/2016/12/DSC06031-760x380.jpg,"$1,099 Acer Swift 7 is outdone by competing laptops from HP and Dell.",Andrew Cunningham,2016-12-10,,,https://arstechnica.com/gadgets/2016/12/review-acers-attempt-at-a-high-quality-ultrabook-isnt-quite-good-enough/
"Sony Xperia X Compact review: Small Android is still good, but not much better",https://cdn.arstechnica.net/wp-content/uploads/2016/09/xcompact7-760x380.jpg,"Aside from camera tricks, the $499 handset is a slightly sub-par Z5 Compact.",Valentina Palladino,2016-09-29,,,https://arstechnica.com/gadgets/2016/09/sony-xperia-x-compact-review-small-android-is-still-good-but-not-much-better/
Review: The AirPods are fine wireless headphones for a certain type of person,https://cdn.arstechnica.net/wp-content/uploads/2016/12/DSC05495-1-760x380.jpg,"If you're way into Apple, your EarPods fit, and you have expendable cash, welcome.",Andrew Cunningham,2016-12-26,,,https://arstechnica.com/gadgets/2016/12/review-the-airpods-are-fine-wireless-headphones-for-a-certain-type-of-person/
Yakuza 0 review: All aboard the crazy train,https://cdn.arstechnica.net/wp-content/uploads/2017/01/Yakuza-0-6-760x380.png,If you bowl well enough you win a live chicken!,Steven Strom,2017-01-19,An absurd world with equally bonkers characters.,The main campaign is slightly tame for a ,https://arstechnica.com/gaming/2017/01/yakuza-0-review-all-aboard-the-crazy-train/
Misfit Phase proves hybrid smartwatches could replace basic activity trackers,https://cdn.arstechnica.net/wp-content/uploads/2017/01/phase6-760x380.jpg,Review: Could ugly wristbands be no more now that we have real smart watches?,Valentina Palladino,2017-01-15,,,https://arstechnica.com/gadgets/2017/01/misfit-phase-proves-hybrid-smartwatches-could-replace-basic-activity-trackers/
Gravity Rush 2 review: Picking up the little things,https://cdn.arstechnica.net/wp-content/uploads/2017/01/GR2-2-760x380.png,"Now on PS4, the short franchise gets wrapped up with a tidy bow.",Steven Strom,2017-01-10,Charming and chaotic art—like an anime ,Combat unlocks take a long time to get where they need to be,https://arstechnica.com/gaming/2017/01/gravity-rush-2-review-picking-up-the-little-things/
"Resident Evil 7 review: A new perspective, an old house, and a return to terror",https://cdn.arstechnica.net/wp-content/uploads/2017/01/RESIDENT-EVIL-7-biohazard_20170119225120-760x380.jpg,"First-person mode and (optional) VR are rad, but new emphasis on Evil wins out.",Sam Machkovech,2017-01-23,I will bring up ,"Plenty of ugly, last-gen visual effects stand out",https://arstechnica.com/gaming/2017/01/resident-evil-7-review-a-new-perspective-an-old-house-and-a-return-to-terror/
Kingdom Hearts HD 2.8 Final Chapter Prologue review: As messy as its title,https://cdn.arstechnica.net/wp-content/uploads/2017/01/KH2-8-760x380.png,Still just marking time until we actually get Kingdom Hearts 3.,Steven Strom,2017-01-23,"Measured strictly by volume, there’s a lot of ",It’s a very muddled collection,https://arstechnica.com/gaming/2017/01/kingdom-hearts-hd-2-8-final-chapter-prologuereview-as-messy-as-its-title/
Review: HP’s Elite Slice is a cool possible future for the desktop,https://cdn.arstechnica.net/wp-content/uploads/2017/02/HPSlice-8-760x380.jpg,"This little PC doesn't quite live up to its promise, but it's a neat idea.",Andrew Cunningham,2017-02-09,,,https://arstechnica.com/gadgets/2017/02/review-hps-elite-slice-is-a-cool-possible-future-for-the-desktop/
"Beast Sensor reviewed: When all you want is to get stronger, better, faster—now",https://cdn.arstechnica.net/wp-content/uploads/2017/01/beast7-760x380.jpg,"This $250 device is only good for getting pumped up, and that's ok.",Valentina Palladino,2017-01-24,,,https://arstechnica.com/gadgets/2017/01/beast-sensor-review-more-of-a-weight-room-tracker-than-a-true-gym-tracker/
LG Watch Sport review: Google’s bulky watch breaks free from the smartphone,https://cdn.arstechnica.net/wp-content/uploads/2017/02/LG-Watch-Sport-4-760x380.jpg,First Android Wear 2.0 device takes the smartwatch platform in a new direction. ,Ron Amadeo,2017-02-08,,,https://arstechnica.com/gadgets/2017/02/lg-watch-sport-review-googles-bulky-watch-lets-you-leave-your-phone-at-home/
Early review: Mass Effect: Andromeda is Dragon Age: Inquisition in space,https://cdn.arstechnica.net/wp-content/uploads/2017/03/Mass-Effect-Andromeda-03.13.2017-13.58.46.183-760x380.jpg,A week of playtime is nowhere near enough to fully review sprawling galactic epic.,Lee Hutchinson,2017-03-20,,,https://arstechnica.com/gaming/2017/03/early-review-mass-effect-andromeda-is-dragon-age-inquisition-in-space/
Review: The $229 Moto G5 Plus stands as the king of budget Android (for now),https://cdn.arstechnica.net/wp-content/uploads/2017/03/DSC06420-760x380.jpg,Downgraded camera and questionable update policy tarnish another solid upgrade.,Andrew Cunningham,2017-03-24,,,https://arstechnica.com/gadgets/2017/03/moto-g5-plus-review-still-good-and-cheap-but-not-the-bargain-it-once-was/
Samsung’s Chromebook Pro gives me hope in Chrome OS—thanks to Android’s help,https://cdn.arstechnica.net/wp-content/uploads/2017/01/chromebookpro15-760x380.jpg,Review: Chrome/Android integration is on the right track.,Valentina Palladino,2017-02-10,,,https://arstechnica.com/gadgets/2017/02/samsungs-chromebook-pro-a-thoughtful-marriage-of-android-and-chrome-os/
A House of Many Doors is a house with many problems,https://cdn.arstechnica.net/wp-content/uploads/2017/02/Many-Doors-5-760x380.jpg,"This house is too buggy and repetitive, with too much empty space",Steven Strom,2017-02-11,"The House's more civilized rooms contain mountains of stellar, evocative writing",You spend too much time driving through empty space,https://arstechnica.com/gaming/2017/02/a-house-of-many-doors-review-eviction-notice/
