Title,PIC,Summary,Author,Date,Pros,Cons,URL,Source_internal_ID,Product Name,Verdict,OCN
A (3D) touch above: The iPhone 6S and 6S Plus reviewed,https://cdn.arstechnica.net/wp-content/uploads/2015/09/DSC01543-640x215.jpg,"In the absence of a new design, 3D Touch and the A9 chip are the stars of the show.",Andrew Cunningham,2015-09-28,"3D Touch is still new, but once users get used to it and developers have time to add support to their apps it’s a genuinely useful feature.","“Hey Siri” will respond to just about anyone and can send texts, make appointments, and do other things without requiring a passcode.",https://arstechnica.com/gadgets/2015/09/a-3d-touch-above-the-iphone-6s-and-6s-plus-reviewed/,747365,A (3D) touch above: The iPhone 6S and 6S Plus reviewed,"Our opening statement holds, even though it’s pretty obvious advice: The iPhone 6S is a good buy if you’re coming from a 5 or 5S, but keep your money if you’ve already got a 6 or 6 Plus.",gadgets
Huawei’s first Android Wear watch is a beautiful yet basic timepiece,https://cdn.arstechnica.net/wp-content/uploads/2015/09/hw1-640x215.jpg,"Review: It looks great on the outside, but it's still Google's OS on the inside.",Valentina Palladino,2015-10-02,"Every model features a beautiful, yet distinct design and a sharp, full-circle 400 x 400 display.",Huawei's fitness apps can be wonky and inaccurate.,https://arstechnica.com/gadgets/2015/10/huaweis-first-android-wear-watch-is-a-beautiful-yet-basic-timepiece/,748053,Huawei’s first Android Wear watch is a beautiful yet basic timepiece,"One thing's for sure: Huawei got the design right on the first try. While I appreciate the customization of the Moto 360, I applaud Huawei's ability to successfully create and edit a cohesive collection of timepieces that fit together as a group as well as provide a fashionable option for nearly every taste. With fashion brands like Fossil and Tag Heuer gearing up to release their own Android Wear devices, starting off strong never hurt anyone.",gadgets
OS X 10.11 El Capitan: The Ars Technica Review,https://cdn.arstechnica.net/wp-content/uploads/2015/09/DSC01666-640x215.jpg,Apple brings refinement and under-the-hood changes to Yosemite's new design.,Andrew Cunningham & Lee Hutchinson,2015-09-29,,,https://arstechnica.com/gadgets/2015/09/os-x-10-11-el-capitan-the-ars-technica-review/,743777,OS X 10.11 El Capitan: The Ars Technica Review,"So, exciting? No, not really, not unless you're a window management enthusiast who is excited to dance on Helvetica Neue's grave. But it's a free update. It has its occasional bugs and quirks (trying to enable Safari’s new status bar was enough to crash it a few times), but Apple is already working on the initial 10.11.1 bugfix release that will begin anew the process of smoothing out the problems that come with any new OS. Like El Capitan at large, that seems just fine to us.",gadgets
"Ezviz Mini security cam reviewed: Small, affordable, and surprisingly good",https://cdn.arstechnica.net/wp-content/uploads/2015/11/ezviz1-640x215.jpg,This $70 mini camera gives expensive competitors a run for their money.,Valentina Palladino,2015-11-12,"It's so cute and tiny. Aside from a pleasant aesthetic, this makes it easy to move around your home and easy to hide if necessary.",The camera's setup is long and tedious compared to other plug-in-and-go Wi-Fi cameras.,https://arstechnica.com/gadgets/2015/11/ezviz-mini-security-cam-reviewed-small-affordable-and-surprisingly-good/,774183,"Ezviz Mini security cam reviewed: Small, affordable, and surprisingly good","But what you really give up with the Ezviz Mini is ease of use, along with bells and whistles. There's a learning curve to using the clunky app, since it it's so old-school and outdated. After using the Netatmo Welcome for a while, I grew to like its facial recognition feature which knew when I was home or away. I wish the Ezviz had something similar or another feature like the 90-decibel siren in Canary. But even lacking those features, the Ezviz Mini is an extremely useful, convenient, and affordable surveillance camera that is worth considering before you spend more than twice the amount of money on a fancier device.",gadgets
"BlackBerry Priv review: Android fixes the OS, but the hardware can’t compete",https://cdn.arstechnica.net/wp-content/uploads/2015/11/feature-640x215.jpg,"$700 for a bad keyboard, poor camera, iffy build quality, and old software? No thanks.",Ron Amadeo,2015-11-12,,,https://arstechnica.com/gadgets/2015/11/blackberry-priv-review-android-fixes-the-os-but-the-hardware-cant-compete/,773337,BlackBerry Priv ,"From BlackBerry's perspective, the company is in ",gadgets
"Runtastic Moment Classic reviewed: refined style, strange subscription hurdles",https://cdn.arstechnica.net/wp-content/uploads/2015/11/moment1-640x215.jpg,"The running app's new trackers are lovely, but you need to pay to use them fully.",Valentina Palladino,2015-11-07,The Moment series contains stylish timepieces in a variety of styles and color options; there's something for everyone.,"Many features are inaccessible if you don't have a Runtastic subscription, which is super annoying.",https://arstechnica.com/gadgets/2015/11/runtastic-moment-classic-reviewed-refined-style-strange-subscription-hurdles/,772229,"Runtastic Moment Classic reviewed: refined style, strange subscription hurdles","The Moment Series seems to be Runtastic's way of going after a new kind of customer—those who aren't hardcore runners or training for marathons, but rather those who just want to move more, look good doing it, and maybe eventually be sucked into running culture. If Fossil wasn't in the picture, the Moment watches would be the most affordable and stylish activity trackers available. But Fossil is big competition, as is Withings with its Activitè Pop. If you don't like the idea of paying for your historical step data, you probably won't be happy with Runtastic's subscription paywall. But if you're looking for a basic activity diary that comes in a fashionable package, the Moment series provides everything you need without the paid pro perks.",gadgets
iPad Pro review: Mac-like speed with all the virtues and restrictions of iOS,https://cdn.arstechnica.net/wp-content/uploads/2015/11/DSC02086-640x215.jpg,"There's some promise here, but iOS makes this a very different kind of computer.",Andrew Cunningham,2015-11-11,Excellent performance—the A9X is Apple's fastest chip by a big margin and the iPad Pro has double the RAM of any other iDevice.,"Expensive, especially for a tablet, and ",https://arstechnica.com/gadgets/2015/11/ipad-pro-review-mac-like-speed-with-all-the-virtues-and-limitations-of-ios/,776375,iPad Pro ,"For the rest of us, there's still the Mac.",gadgets
Mini-review: A week with Apple’s lumpy new iPhone battery case,https://cdn.arstechnica.net/wp-content/uploads/2015/12/DSC02367-640x215.jpg,Form follows function in one of Apple’s uglier accessories.,Andrew Cunningham,2015-12-16,iOS integration so you can actually see the battery case’s level from within the OS.,"Too-grippy texture picks up dust, hair, and other grit and makes it hard to pocket the phone.",https://arstechnica.com/gadgets/2015/12/mini-review-a-week-with-apples-lumpy-new-iphone-battery-case/,794027,Mini-,"The best thing about the Smart Battery Case (aside from the extended battery life, which is always appreciated) is its integration within iOS. Adjusting iOS’ native battery indicator to give you some idea of the combined charge level of the case and internal battery would be great, but even so it’s nice to be able to see this information from within the OS rather than relying on colored LEDs. We’d like to see Apple extend that capability to third-party case makers. Until they do, OS integration and simplicity are the biggest points in this case’s favor.",gadgets
Mini-review: Asus’ Chromebit is somewhere between a Chromecast and a mini PC,https://cdn.arstechnica.net/wp-content/uploads/2015/11/DSC02280-640x215.jpg,"2GB of RAM hurts, but for $90 it's a decent productivity stick.",Andrew Cunningham,2015-11-20,Inexpensive and pretty useful for what you get.,You'll probably lose the cap that covers the HDMI port.,https://arstechnica.com/gadgets/2015/11/mini-review-asus-chromebit-is-somewhere-between-a-chromecast-and-a-mini-pc/,781651,Mini-,"For anything more strenuous, the weak hardware is going to hold this thing back. Memory is the biggest limitation, and for any kind of moderate-to-heavy multitasking you'll see quite a bit of lagging—the GPU is weak, too, but gaming isn't exactly a core ChromeOS use case. It's hard to complain too much about the performance given the price, but it's definitely one of those cases where you get what you pay for.",gadgets
Lumia 950 review: Windows Phone finally has a new flagship—will anyone care?,https://cdn.arstechnica.net/wp-content/uploads/2015/11/MG_4349-640x215.jpg,"Camera is great and Continuum is cool, but Windows Phone likely blew its last big chance.",Peter Bright,2015-11-20,I only wish I could afford AMOLED monitors. I love the screen.,Continuum might not be the future.,https://arstechnica.com/gadgets/2015/11/lumia-950-review-windows-phone-finally-has-a-new-flagship-will-anyone-care/,782547,Lumia 950 ,"If the Lumia 950 were more keenly priced then it might be easier to get excited about it. Along with its bigger brother, it fills a glaring gap in the Lumia range and does ",gadgets
Garmin’s Vivosmart HR reviewed: Don’t buy a Fitbit before considering this band,https://cdn.arstechnica.net/wp-content/uploads/2015/11/vivosmarthr13-640x215.jpg,"The $150 all-purpose tracker may not have Fitbit's modern exterior, but its internals are solid.",Valentina Palladino,2015-11-18,"Smartphone notifications are discrete and comprehensive, letting you scroll to see full messages.",Syncing issues with old software—make sure to download Garmin Express and check if your device needs an update before using.,https://arstechnica.com/gadgets/2015/11/garmins-vivosmart-hr-reviewed-dont-buy-a-fitbit-before-considering-this-band/,775983,Garmin’s Vivosmart HR reviewed: Don’t buy a Fitbit before considering this band,"The main thing holding the Vivosmart HR back is its design—it is pragmatic and utilitarian, but it doesn't have the slight chic factor you could get in a Fitbit. It's far from ugly, but it's not the prettiest device either. Also, compared to Fitbit's app, Garmin Connect is more confusing—partly because key settings aren't intuitive to find and partly because there are so many things you can customize that it can get overwhelming fast. Overall, the Vivosmart HR shows that Garmin is working to make trackers that are more mainstream, allowing anyone to go from regular daily tracking to more intense sport monitoring with just one device.",gadgets
Sensoria smart clothing reviewed: A ton of running data at your toe-tips,https://cdn.arstechnica.net/wp-content/uploads/2016/01/sensoria1-640x215.jpg,Can a pair of connected socks and a smart bra really up your running game?,Valentina Palladino,2016-01-12,"Both the smart socks and the smart sports bra are comfortable, despite having some technology built into them.","If you lose the proprietary charger for the anklets, you're basically out of luck.",https://arstechnica.com/gadgets/2016/01/sensoria-smart-clothing-reviewed-a-ton-of-running-data-at-your-toe-tips/,801639,Sensoria smart clothing reviewed: A ton of running data at your toe-tips,"Overall, the smart socks are worth the investment for the right athletes that have specific goals in mind. But if you don't care about cadence or how often you land on your heel rather than the ball of your foot, Sensoria's socks become less useful. Depending on how highly you prioritize convenience, the smart sports bra could be worth your money. Though if you're willing bring an extra device with you to the gym, you could get a separate heart rate chest strap for half the price and get a ""normal"" sports bra that fits your body and style better. For some of the first pieces of smart clothing readily available, Sensoria's products make a good case to be potentially useful additions to your fitness routine—but like other pieces of smart clothing, that convenience currently comes at a steep price.",gadgets
Pebble Time Round reviewed: You can judge this book by its cover,https://cdn.arstechnica.net/wp-content/uploads/2015/11/timeround1-640x215.jpg,Pebble's newest smartwatch is mostly different in design—and that's the point.,Valentina Palladino,2015-11-21,"Sophisticated, ultra-thin design makes the Time Round the prettiest smartwatch Pebble has made yet.",Short battery life compared to existing Pebble devices.,https://arstechnica.com/gadgets/2015/11/pebble-time-round-reviewed-you-can-judge-this-book-by-its-cover/,780029,Pebble Time Round reviewed: You can judge this book by its cover,"And then there's the price: $250 will get you the most basic, 14mm version, which is beautiful to say the least, but if you want a ",gadgets
Better wireless helps Intel’s new Compute Stick deliver on its potential,https://cdn.arstechnica.net/wp-content/uploads/2016/01/listing-600x215.jpg,"Review: Still a $159 niche PC, but at least it's a niche PC that works well.",Andrew Cunningham,2016-01-22,Wireless performance is much better than the first model,Fan is a little annoying,https://arstechnica.com/gadgets/2016/01/better-wireless-helps-intels-new-compute-stick-deliver-on-its-potential/,812489,Better wireless helps Intel’s new Compute Stick deliver on its potential,"The Core M versions of the Compute Stick look more promising if you’re looking to replace an aging desktop tower with a nearly-invisible computer or turn a monitor into a functional all-in-one. This Atom Compute Stick mostly fulfills the potential of the first one, but that potential was pretty limited in the first place.",gadgets
"HP Spectre x2 review: All the quality of the Surface Pro, hundreds of dollars less",https://cdn.arstechnica.net/wp-content/uploads/2016/01/IMG_2715-640x215.jpg,Microsoft has defined a market. Now the other PC OEMs are getting in on the action.,Peter Bright,2016-01-12,Great keyboard,"Core M may allow ditching the fan, but it's not winning us much battery life in return",https://arstechnica.com/gadgets/2016/01/hp-spectre-x2-review-all-the-quality-of-the-surface-pro-hundreds-of-dollars-less/,805505,HP Spectre x2 ,"Put together, we have a machine with all the quality and flexibility of a Surface Pro 4, but quite a bit cheaper. If you really need the performance of the full strength processors (and the fan that comes along with the ride) you'll have to look elsewhere, but if you don't, the Spectre x2 will serve you very well indeed.",gadgets
Review: Asus’ excellent midrange laptop gets much better with Skylake,https://cdn.arstechnica.net/wp-content/uploads/2015/11/DSC02339-640x215.jpg,"UX305C gives you Core m3, 8GB RAM, a 256GB SSD, and a 1080p IPS screen for $700.",Andrew Cunningham,2015-11-24,Good mix of features for the price.,No backlit keyboard.,https://arstechnica.com/gadgets/2015/11/review-asus-excellent-midrange-laptop-gets-much-better-with-skylake/,784441,Review: Asus’ excellent midrange laptop gets much better with Skylake,"The UX305 remains merely a “good” laptop, but we need more good laptops to counterbalance the sub-$400 garbage and the over-$1,000 premium machines.",gadgets
Ars System Guide November 2015: Bargain Box,https://cdn.arstechnica.net/wp-content/uploads/2013/11/system-guide-dec-2011-4eefcbf-intro-640x215.jpg,The most affordable system in the Ars Guides somehow makes the most—and least—sense.,Brian Won,2015-11-27,,,https://arstechnica.com/gadgets/2015/11/ars-system-guide-november-2015-bargain-box/,778531,Ars System Guide November 2015: Bargain Box,"A full discussion of what might be a DIY storage server is beyond the scope of the Bargain Box, particularly if you require ECC memory in your storage server. And in that case, you will need a different motherboard/CPU combo entirely.",gadgets
Dell XPS 13 review: Skylake and Thunderbolt 3 make the best a little bit better,https://cdn.arstechnica.net/wp-content/uploads/2016/01/IMG_2743-640x215.jpg,Incremental updates make for incremental improvements.,Peter Bright,2016-01-20,Still a great size,Battery life feels like it should be better,https://arstechnica.com/gadgets/2016/01/dell-xps-13-review-skylake-and-thunderbolt-3-make-the-best-a-little-bit-better/,810587,Dell XPS 13 ,"Well, that is unless you really need to use the webcam.",gadgets
"OnePlus X Review: Not bad for $249, assuming you can actually buy one",https://cdn.arstechnica.net/wp-content/uploads/2015/11/IMG_4561-640x215.jpg,A lame invite system puts a damper on a low price and great build quality.,Ron Amadeo,2015-11-19,,,https://arstechnica.com/gadgets/2015/11/oneplus-x-review-not-bad-for-249-assuming-you-can-actually-buy-one/,769651,"OnePlus X Review: Not bad for $249, assuming you can actually buy one","With the OnePlus X, you're getting a good deal, but you're also getting what you pay for. It's pretty rare to get a decent smartphone for $249. The OnePlus X gives you a cheap price without constantly reminding you about it after the sale, and for that, we like it. It's just a shame it's so hard to purchase.",gadgets
Samsung’s Smartcam HD Plus is like a Nest Cam that’s not shackled to the cloud,https://cdn.arstechnica.net/wp-content/uploads/2015/11/smartcam1-640x215.jpg,Review: $190 camera stores video locally and lets you communicate with your home.,Valentina Palladino,2015-11-27,"Sharp 1080p video recording, with the option to lower resolution to conserve storage.","Wider base than the Nest Cam, with frustrating power source port under the camera head.",https://arstechnica.com/gadgets/2015/11/samsungs-smartcam-hd-plus-is-like-a-nest-cam-thats-not-shackled-to-the-cloud/,782125,Samsung’s Smartcam HD Plus is like a Nest Cam that’s not shackled to the cloud,"In fact, the camera's reliance on local storage makes it more like the Ezviz Mini (which comes with a 16GB microSD card, as well as a cloud-storage option), even if the Ezviz is priced much more competitively at $70. On price alone, the Ezviz gives you everything you'd need to watch over your home, but the audio features and alarms of the Smartcam HD Plus are super tempting because of their convenience, ease of use, and security benefits. Overall, if you want a surveillance camera that lets you communicate with your home rather than just observing passively from behind your smartphone's display, the Smartcam HD Plus is worth the investment.",gadgets
"Android on the desktop: Not really “good,” but better than you’d think",https://cdn.arstechnica.net/wp-content/uploads/2015/12/android-desktop-640x215.jpg,"Surprisingly good mouse and keyboard support, but the interface can't scale.",Ron Amadeo,2015-12-20,,,https://arstechnica.com/gadgets/2015/12/android-on-the-desktop-not-really-good-but-better-than-youd-think/,787183,"Android on the desktop: Not really “good,” but better than you’d think","Still, once you have full control over window sizes, phone apps on a desktop actually aren't that bad. Android tablets are bad because it takes tiny phone apps and stretches them out to a bigger screen, but in a windowed environment, if an app is better small, you can just let it be small, fill the screen with other tiny apps, and get things done. Still, Google will need to push itself and third-party developers if it wants to make Android a viable desktop OS. While Android tablet apps have never really happened, Google has used a much better strategy for Android's newer form factors. Android TV, Android Auto, and Android Wear all have custom-built apps that take advantage of the form factor.",gadgets
"A review of the $10 Walmart phone—better than nothing, but not by much",https://cdn.arstechnica.net/wp-content/uploads/2015/11/IMG_4591-640x215.jpg,"We bought an LG Sunrise for the low, low price of $10. We regret it.",Ron Amadeo,2015-12-05,,,https://arstechnica.com/gadgets/2015/12/a-review-of-the-10-walmart-phone-better-than-nothing-but-not-by-much/,783883,"A review of the $10 Walmart phone—better than nothing, but not by much","Other than the screen issues, and it being very slow, it's a surprisingly functional little device. While it looks and feels like a toy replica of a phone, it can run just about any 2D app that serious phones can run. If you can snag one for $10, it's better than nothing. Maybe you could gut it or install some software and turn it into some kind of little project phone. And if you desperately need to get up and running with some Android software, it's hard to beat a price like this.",gadgets
"Fossil Q Founder review: Bold, beautiful, but average with Android Wear",https://cdn.arstechnica.net/wp-content/uploads/2015/12/qfounder15-640x215.jpg,"It's not stellar, but it could introduce Google's wearables to a wider audience.",Valentina Palladino,2015-12-15,Classic Fossil design yet it's universally attractive enough for anyone to find appealing.,"No heart rate monitor, making it more limited than other Android Wear watches in terms of fitness.",https://arstechnica.com/gadgets/2015/12/fossil-q-founder-review-bold-beautiful-but-average-with-android-wear/,791357,Fossil Q Founder ,"Fossil didn't have to make the best Android Wear watch, nor does it have a responsibility to add unique features to Android Wear (though I do wish Fossil made more use of the Q smartphone app). Google will have to figure out ways to make its wearable OS more useful, an ongoing process that is out of Fossil's hands. What Fossil's Q Founder could do is present Android Wear to fashion-conscious buyers who otherwise wouldn't even consider a smartwatch. If that proves to be the case, it'll be good news for everyone involved: Android Wear will diversify even more with many stylish, unique hardware options, and other fashion companies will get into the game and start experimenting with smart accessories. But most importantly, people will realize that wearables aren't just for the most tech-conscious among us, and a new wave of users will help further define smartwatches' best and most needed features.",gadgets
"Keyboards, OSes, pedals, and the other gadgets we liked most in 2015",https://cdn.arstechnica.net/wp-content/uploads/2015/12/IMG_3219-640x215.jpg,The Ars reviews team takes stock after a busy year.,Andrew Cunningham,2015-12-21,,,https://arstechnica.com/gadgets/2015/12/keyboards-oses-lenses-pedals-and-the-other-gadgets-we-liked-most-in-2015/,793689,"Keyboards, OSes, pedals, and the other gadgets we liked most in 2015","The XPS 13 has been recently updated to include a Skylake processor and Thunderbolt 3, while retaining the same package and pretty screen. This brings an already great laptop right up to date. The only awkward spot? Its webcam is extremely awkwardly placed, pointing directly up your nose. If that doesn't bother you and you're after a conventional PC laptop, the XPS 13 is easily the one to beat.",gadgets
Pixel C review—New hardware ignores an Android tablet’s core problem: software,https://cdn.arstechnica.net/wp-content/uploads/2015/12/1-1-3-640x215.jpg,"A ""productivity"" device that can only display a single app at a time?",Ron Amadeo,2015-12-08,,,https://arstechnica.com/gadgets/2015/12/pixel-c-review-new-hardware-ignores-an-android-tablets-core-problem-software/,788667,Pixel C review—New hardware ignores an Android tablet’s core problem: software,"The bottom line for every Android tablet is that until Google revamps its software to fully take advantage of the larger screen size, no Android tablet is worth your time.",gadgets
Got an old phone? Make it into a home security camera.,https://cdn.arstechnica.net/wp-content/uploads/2015/04/iphone-640x215.jpg,"Apps let you turn that old iPhone into a home security camera, albeit with limits.",Valentina Palladino,2016-03-10,,,https://arstechnica.com/gadgets/2016/03/teaching-an-old-smartphone-new-tricks-by-making-it-watch-your-home/,835469,Got an old phone? Make it into a home security camera.,"If you're just dabbling in smart home security, you may want to give one of the free apps a try to see if the features are worth the money for your home situation. You'll also find out if you crave extra utilities like alarms, local storage, or Internet of Things connectivity—in which case, a physical smart home security camera is worth the investment. The extra hardware might be extra money, but it gives you many options to expand your smart home ecosystem and have more control over your footage in the long run.",gadgets
Mini-review: tvOS 9.2 fixes all the Apple TV’s biggest problems,https://cdn.arstechnica.net/wp-content/uploads/2016/03/Screen-Shot-2016-03-14-at-2.56.38-PM-640x215.jpg,Text input and the home screen layout get most of the attention.,Andrew Cunningham,2016-03-21,,,https://arstechnica.com/gadgets/2016/03/mini-review-tvos-9-2-fixes-all-the-apple-tvs-biggest-problems/,843463,Mini-,,gadgets
"Nextbit Robin review: Novel hardware, absurd cloud storage",https://cdn.arstechnica.net/wp-content/uploads/2016/02/feature-640x215.jpg,"Nice hardware, but new OEM's cloud setup doesn't make sense when microSD cards exist.",Ron Amadeo,2016-02-18,"A crazy, unique design that some people will like.","Nextbit wants you to install a lot of apps, but the launcher removes a lot of features that are useful when you have lots of apps. The app drawer is gone, app search is gone, and the app list displays seven apps in a text list instead of the 24 app icon view. It also removed the ability to mix app icons and widgets together. You'll want to quickly install a new launcher.",https://arstechnica.com/gadgets/2016/02/nextbit-robin-review-novel-hardware-absurd-cloud-storage/,826041,Nextbit Robin ,"While I'm not a fan of the cloud system, it's still really great to see a new smartphone OEM appear, create a product, and launch it. Nextbit seems like it can deliver solid hardware at a good price; it just needs to provide a more compelling reason to pick the company's offerings over the competition. It remains to be seen how this new OEM will handle software updates, support, and all the other post-launch trials it will have to go through. In any case, the smartphone market could definitely use some new ideas, so I'm happy to see some fresh blood. Welcome to the party Nextbit, we'll be watching you.",gadgets
Jaybird Reign fitness tracker review: Keeping you honest with heart rate variability,https://cdn.arstechnica.net/wp-content/uploads/2016/02/reign1-640x215.jpg,This $150 tracker tells you if you're actually ready for a hard workout.,Valentina Palladino,2016-02-14,Unique design that's comfortable and versatile; it comes with band extenders to get the best fit and a bike anklet to better track cycling.,Running and cycling carry more weight than other exercises and translate to more activity points than walking or other activities.,https://arstechnica.com/gadgets/2016/02/jaybird-reign-fitness-tracker-review-keeping-you-honest-with-heart-rate-variability/,822609,Jaybird Reign fitness tracker ,"Reign provides an alternative fitness tracker experience compared to the $150 Fitbit Charge HR, and one isn't necessarily better than the other. However, the Fitbit Charge HR is definitely more universal and will appeal to more customers—the Reign is for anyone who is constantly trying to be better and pushing themselves to the next level. Overall, Reign is a different kind of fitness tracker and it does what it does well, but you'll have to play by its rules to get the most out of it.",gadgets
Review: Sony’s Xperia Z5 Compact is the best small Android phone you can buy,https://cdn.arstechnica.net/wp-content/uploads/2016/02/DSC03207-640x215.jpg,"If you hate big phones and don't mind last year's hardware, this one's for you.",Andrew Cunningham,2016-02-20,Flagship performance in a smaller package.,"Old Android, albeit with the promise of newer Android eventually.",https://arstechnica.com/gadgets/2016/02/xperia-z5-compact-reviewed-not-an-amazing-phone-but-a-small-phone/,827097,Review: Sony’s Xperia Z5 Compact is the best small Android phone you can buy,The bottom line is that the Z5 Compact isn’t a ,gadgets
Hexoskin smart shirt reviewed: Measuring your vitals so you don’t have to,https://cdn.arstechnica.net/wp-content/uploads/2016/02/hexoskin2-640x215.jpg,"But at $400, jumping on the smart clothing bandwagon is a big investment.",Valentina Palladino,2016-02-28,Hexoskin's tank fits comfortably and doesn't feel like you're wearing a piece of technology. And it's fully washable.,You can't set activity or workout goals.,https://arstechnica.com/gadgets/2016/02/hexoskin-smart-shirt-reviewed-measuring-your-vitals-so-you-dont-have-to/,829573,Hexoskin smart shirt reviewed: Measuring your vitals so you don’t have to,"Hexoskin is asking for a lot for a solid smart shirt and a partially unfinished app experience. Each adult Hexoskin pack is $399, which is no small investment for a first-generation product. If you're a newbie to exercise or someone who works out regularly but isn't necessarily worried about hardcore stats, you'd get more use and value from ",gadgets
Review: Avegant Glyph delivers on “personal theater” promise,https://cdn.arstechnica.net/wp-content/uploads/2016/02/JT3A1893-Version-2-640x215.jpg,It’s a nice HDMI screen for your face—but it’s got one big problem.,Lee Hutchinson,2016-03-01,High build quality and solid design—it's clear a lot of care has been taken putting the device together,Priced like a first-gen product,https://arstechnica.com/gadgets/2016/03/review-avegant-glyph-delivers-on-personal-theater-promise/,834771,Review: Avegant Glyph delivers on “personal theater” promise,"If you want a nice personal theater device today and you don’t mind spending money, it’s probably an easy buy. If it were half the price, it’d be easy to recommend to anyone. But for now, unless you have the opportunity to try one for a few minutes and make sure it’s not going to get your inner ear upset, it might be best to wait.",gadgets
Fitbit Blaze reviewed: A totally unnecessary tracker with a few cool features,https://cdn.arstechnica.net/wp-content/uploads/2016/03/blaze23-640x215.jpg,"It's not a bad device, I just don't know why it exists.",Valentina Palladino,2016-03-20,Tracks activity and heart rate fairly accurately—it was never drastically off from my own measurements.,"If you wear the Blaze, be ready for all the Apple Watch comments. Be ready to explain yourself.",https://arstechnica.com/gadgets/2016/03/fitbit-blaze-reviewed-a-totally-unnecessary-tracker-with-a-few-cool-features/,843121,Fitbit Blaze reviewed: A totally unnecessary tracker with a few cool features,"However, the Charge HR is less bulky and the Surge has onboard GPS. They both automatically track workouts and they both have decent battery lives. As Fitbit (and similar companies) continue to diversify their tracker lineups, how you spend your money is going to come down to small details like being able to read a full text message, follow guided workouts, or use a built-in GPS. One thing is for sure—if you want a truly fashionable device, look elsewhere. Serious athletes who do any kind of running will want the Surge's onboard GPS, and those who can do without calendar alerts and text notifications they can't even answer can save $50 with the Charge HR. Who's left in between those two groups? I'm not entirely sure—but all of you out there have a new ""smart fitness watch"" made just for you.",gadgets
Samsung Galaxy S7 and S7 Edge review: The Galaxy S6 2.0,https://cdn.arstechnica.net/wp-content/uploads/2016/03/FEATURES-640x215.jpg,Samsung brings back water resistance and an SD card but shuns USB Type C. ,Ron Amadeo,2016-03-14,The curved sides on the back make the device a little more comfortable to hold.,Glass is still fragile. We'd prefer metal on the back.,https://arstechnica.com/gadgets/2016/03/samsung-galaxy-s7-and-s7-edge-review-the-galaxy-s6-2-0/,834161,Samsung Galaxy S7 and S7 Edge ,"The Galaxy S7's real strength will be its scale and marketing. The Galaxy S7 is going to be everywhere on TV and in every carrier and electronics store, and for that reason it will be successful. People that go and ask their local Verizon salesperson what to buy will be pointed to the Galaxy S7, but if you're comparing specs and features via reviews like this, the smartphone world has more to offer.",gadgets
Xiaomi Redmi 3 review: A $100 metal phone that crushes other $100 phones,https://cdn.arstechnica.net/wp-content/uploads/2016/02/IMG_0044-640x215.jpg,It delivers specs that other OEMs struggle to match at twice the price. ,Ron Amadeo,2016-03-01,The price. For $100 you get a phone with better specs and build quality than some devices that are twice that price.,Slow updates. This has an Android 5.1 OS when Android 6.0 has been out for a few months now.,https://arstechnica.com/gadgets/2016/03/xiaomi-redmi-3-review-a-100-metal-phone-that-crushes-other-100-phones/,830821,Xiaomi Redmi 3 ,"Xiaomi has shown it can absolutely own the $100 phone segment if it wants to, with hardware that blows away the competition. It's just a shame we can't get it here.",gadgets
Review: Much-improved Iris GPU makes the Skylake NUC a major upgrade,https://cdn.arstechnica.net/wp-content/uploads/2016/03/DSC03747-1-640x215.jpg,"Iris 540 gets 64MB of eDRAM, bringing big gains to low-power CPUs.",Andrew Cunningham,2016-03-13,"
            ",Still tiny. Still consumes relatively little power.,https://arstechnica.com/gadgets/2016/03/review-much-improved-iris-gpu-makes-the-skylake-nuc-a-major-upgrade/,840553,Review: Much-improved Iris GPU makes the Skylake NUC a major upgrade,"If you're a current NUC owner looking to upgrade, the Skylake NUC is a particularly big leap from the first- or second-generation Ivy Bridge or Haswell NUCs. Memory, storage, and GPU speeds are all much increased, though you won’t notice the bump in processor performance very often. If you’re looking for a mini PC with more CPU power, you’ll want to wait for the high-end quad-core Iris Pro NUC that’s coming later in the year.",gadgets
9.7-inch iPad Pro review: What makes something “Pro” anyway?,https://cdn.arstechnica.net/wp-content/uploads/2016/03/DSC03849-2-640x215.jpg,The smaller Pro straddles the line between the 12.9-inch version and the Air 2.,Andrew Cunningham,2016-03-28,"Great performance. The A9X is still a fast chip, and it’s a big upgrade over the A8X in some important ways.","Smart Keyboard is more cramped, which makes typing more frustrating.",https://arstechnica.com/gadgets/2016/03/the-9-7-inch-ipad-pro-review-what-makes-something-pro-anyway/,850289,9.7-inch iPad Pro ,"And if you’re choosing between this tablet and the 12.9-inch iPad Pro, compare Apple’s iPad lineup to the current MacBook Air and Pro lineups. The 12.9-inch iPad, like the 15-inch MacBook, is larger and more capable than its 13-inch sibling. The 9.7-inch iPad, like the 13-inch MacBook, shares a few features in common with its larger sibling but also overlaps with the iPad Air 2, just as the 13-inch MacBook Pro overlaps with the 13-inch Air. The iPad Mini and the 11-inch MacBook Airs both sit at the bottom of the range, waiting for people who want the cheapest product possible or people who just know that they prefer small screens and have modest needs.",gadgets
